1,0.689
2,0.57
3,0.522
4,0.563
5,0.599
6,0.586
7,0.561
8,0.563
9,0.579
10,0.584
11,0.577
12,0.57
13,0.571
14,0.571
15,0.566
16,0.558
17,0.549
18,0.539
19,0.527
20,0.513
21,0.494
22,0.475
23,0.456
24,0.436
25,0.419
26,0.401
27,0.386
28,0.372
29,0.361
30,0.352
31,0.345
32,0.339
33,0.333
34,0.33
35,0.328
36,0.326
37,0.324
38,0.323
39,0.323
40,0.324
41,0.324
42,0.326
43,0.326
44,0.328
45,0.329
46,0.332
47,0.334
48,0.336
49,0.338
50,0.34
